mH(GeV)	CrossSection(pb)	+QCDScale%	-QCDScale%	(PDF+as)%	+full%	-full%
700.	0.2228662492112371	6.1	-5.2	5.4	8.146778504415105	-7.496665925596525
750.	0.17346409665939758	6.1	-5.2	5.8	8.417244204607586	-7.789736837660179
800.	0.13602695294992462	6.2	-5.2	6.1	8.697700845625814	-8.0156097709407
850.	0.1073670450614744	6.3	-5.3	6.5	9.052071586106685	-8.386894538504702
900.	0.08529170243735074	6.3	-5.4	6.9	9.343446901438464	-8.76184911990614
950.	0.06815882617454937	6.4	-5.4	7.3	9.7082439194738	-9.08019823572151
1000.	0.05473879263621107	6.5	-5.5	7.7	10.076705810928491	-9.462557793746889
1050.	0.044142847199652356	6.6	-5.6	8.1	10.448444860360798	-9.84733466477097
1100.	0.03579773198200765	6.7	-5.6	8.5	10.82312339391915	-10.178899744078434
1150.	0.029140551998664027	6.7	-5.7	8.9	11.140017953306899	-10.56882207249228
1200.	0.02380404658224173	6.8	-5.8	9.3	11.520850663036997	-10.960383204979651
1250.	0.01952440574963719	6.9	-5.8	9.8	11.985407794480755	-11.387712676389407
1300.	0.016052861104705746	7.	-5.9	10.2	12.370933675353692	-11.783462988442743
1350.	0.013242302360761326	7.1	-6.	10.7	12.841339493993607	-12.267436570041843
1400.	0.010961819629257772	7.3	-6.1	11.1	13.285330255586423	-12.665701717630965
1450.	0.009093031586302674	7.4	-6.2	11.6	13.759360450253492	-13.152946437965905
1500.	0.007561729678530226	7.6	-6.2	12.1	14.288806808127822	-13.595955280891445
1550.	0.006297561740602837	7.7	-6.3	12.6	14.76651617681029	-14.087228258248675
1600.	0.005259940122435188	7.8	-6.4	13.2	15.332318807016765	-14.669696656713798
1650.	0.004400084991247085	7.9	-6.5	13.7	15.814550262337528	-15.163772617656859
1700.	0.0036873054942652876	7.9	-6.6	14.3	16.337074401495514	-15.749603169603988
1750.	0.003095416632511344	8.	-3.6	15.	17.	-15.42595215861893
1800.	0.002602846077153024	8.	-4.3	15.	17.	-15.604166110369372
1850.	0.0021907376269596265	8.1	-4.9	15.3	17.31184565550421	-16.065490966665166
1900.	0.001846394418188761	8.1	-5.4	15.9	17.844326829555662	-16.791962362987835
1950.	0.001558625373535219	8.2	-5.9	16.6	18.51485889765299	-17.617321022221287
2000.	0.0013165602943501433	8.2	-6.3	17.4	19.235384061671343	-18.505404615949363
2050.	0.0011133649609053051	8.2	-6.7	18.2	19.961963831246663	-19.394071259021402
2100.	0.0009415707035971883	8.3	-7.1	19.1	20.825465180878915	-20.376947759662144
2150.	0.000799552264945836	8.3	-7.4	20.	21.65386801474508	-21.325102578885758
2200.	0.0006763239691166227	8.4	-7.6	20.8	22.432119828495924	-22.144976857066254
2250.	0.0005735436600766372	8.4	-7.9	21.7	23.269078194032527	-23.09328906847182
2300.	0.000487101559071036	8.4	-8.1	22.6	24.110578591149572	-24.007707095847366
2350.	0.0004137340964995064	8.5	-8.2	23.5	24.9899979991996	-24.88955604264568
2400.	0.00035139738020864363	8.5	-8.4	24.4	25.838150088580257	-25.805425786062898
2450.	0.0002983051207711755	8.6	-8.5	25.3	26.721714016881478	-26.689698387205503
2500.	0.00025364606214525574	8.6	-8.6	26.2	27.575351312358652	-27.575351312358652
2550.	0.00021591750815020343	8.6	-8.6	27.1	28.431848339494216	-28.431848339494216
2600.	0.00018317014696240432	8.7	-8.7	28.	29.32047066470796	-29.32047066470796
2650.	0.00015634563515044413	8.7	-8.7	28.9	30.18111992620552	-30.18111992620552
2700.	0.00013269159353119234	8.8	-8.8	29.9	31.168092658999843	-31.168092658999843
2750.	0.00011284058695952716	8.8	-8.8	30.8	32.03248351283428	-32.03248351283428
2800.	0.00009634571967980365	8.8	-8.8	31.8	32.99515115892031	-32.99515115892031
2850.	0.0000817216890576852	8.9	-8.9	32.9	34.08254685319159	-34.08254685319159
2900.	0.00006963977571750232	8.9	-8.9	34.	35.14555448417339	-35.14555448417339
2950.	0.0000592040114947032	9.	-9.	35.1	36.235479850555315	-36.235479850555315
3000.	0.0000501803576438249	9.	-9.	36.2	37.302010669667666	-37.302010669667666
