mH(GeV)	CrossSection(pb)	+QCDScale%	-QCDScale%	(PDF+as)%	+full%	-full%
135.	59.01295513588869	7.4	-7.9	3.1	8.023091673413685	-8.48645980371085
140.	54.657394976833345	7.2	-7.8	3.	7.8	-8.357032966310472
145.	50.74455262451807	7.1	-7.7	3.	7.707788269017254	-8.263776376451629
150.	47.21198739798812	7.	-7.6	3.	7.615773105863909	-8.170679286326198
160.	41.09829227901662	6.9	-7.5	3.	7.523961722390672	-8.077747210701755
170.	36.03392118254384	6.7	-7.4	3.	7.340980860893182	-7.984985911070852
180.	31.791182762668342	6.5	-7.2	2.9	7.117583859709698	-7.762087348130012
190.	28.205037647079784	6.4	-7.1	2.9	7.026378868236469	-7.669419795525604
200.	25.13834678056473	6.3	-7.	2.9	6.93541635375988	-7.576938695805846
210.	22.51954480646155	6.2	-6.9	2.9	6.844705983459042	-7.484650960465692
220.	20.242704171752262	6.1	-6.8	2.9	6.754257916307312	-7.392563831310487
230.	18.262084772378916	6.	-6.7	2.9	6.664082832618454	-7.3006848993775915
240.	16.547341305836134	5.9	-6.6	2.9	6.57419196555744	-7.209022125087424
250.	15.033188609503942	5.9	-6.5	2.9	6.57419196555744	-7.117583859709698
260.	13.695028893620448	5.8	-6.5	2.9	6.48459713474939	-7.117583859709698
270.	12.509287581568133	5.8	-6.4	2.9	6.48459713474939	-7.026378868236469
280.	11.464074916736358	5.8	-6.3	2.9	6.48459713474939	-6.93541635375988
290.	10.525745144898801	5.8	-6.3	2.9	6.48459713474939	-6.93541635375988
300.	9.68563423465692	5.8	-6.2	2.9	6.48459713474939	-6.844705983459042
310.	8.939103193461722	5.7	-6.1	2.9	6.395310782127793	-6.754257916307312
320.	8.2708619391985	5.7	-6.1	2.9	6.395310782127793	-6.754257916307312
330.	7.677284015794946	5.7	-6.	2.9	6.395310782127793	-6.664082832618454
340.	7.180518569161553	5.7	-5.9	2.9	6.395310782127793	-6.57419196555744
350.	6.8580111221110425	5.7	-5.8	2.9	6.395310782127793	-6.48459713474939
360.	6.1017367636997895	5.7	-5.8	2.9	6.395310782127793	-6.48459713474939
370.	5.5122801642661035	5.7	-5.7	2.9	6.395310782127793	-6.395310782127793
380.	5.030619379537763	5.7	-5.7	2.9	6.395310782127793	-6.395310782127793
390.	4.62598372193816	5.7	-5.6	2.9	6.395310782127793	-6.3063460101710245
400.	4.284795127280109	5.7	-5.5	2.9	6.395310782127793	-6.217716622683925
410.	3.9866464507722132	5.7	-5.5	3.	6.441273166075167	-6.264982043070834
420.	3.7245411106406814	5.7	-5.4	3.	6.441273166075167	-6.177378084592201
430.	3.491523704509848	5.7	-5.4	3.	6.441273166075167	-6.177378084592201
440.	3.281367268938181	5.7	-5.3	3.	6.441273166075167	-6.090155991434045
450.	3.091633418276687	5.7	-5.3	3.	6.441273166075167	-6.090155991434045
460.	2.918233869536354	5.6	-5.2	3.	6.352952069707436	-6.003332407921454
470.	2.7582892862948	5.6	-5.2	3.1	6.400781202322104	-6.053924347066125
480.	2.611128011066523	5.6	-5.2	3.1	6.400781202322104	-6.053924347066125
490.	2.474630846613897	5.6	-5.1	3.1	6.400781202322104	-5.968249324550709
500.	2.348324456696443	5.6	-5.1	3.1	6.400781202322104	-5.968249324550709
550.	1.828703818982378	5.5	-5.	3.2	6.363175307973213	-5.936328831862332
600.	1.4468665012500803	5.5	-4.9	3.4	6.466065264130885	-5.964059020499379
650.	1.156462411866425	5.5	-4.9	3.5	6.519202405202649	-6.021627686929839
700.	0.9325644818603419	5.4	-4.8	3.7	6.545991139621258	-6.060528029800704
750.	0.7580760180511106	5.4	-4.8	3.9	6.661080993352356	-6.18465843842649
800.	0.6202630172587181	5.5	-4.7	4.	6.800735254367722	-6.171709649683789
850.	0.5110050781638772	5.5	-4.7	4.2	6.920260110718383	-6.30317380372777
900.	0.42351361093729833	5.5	-4.8	4.4	7.043436661176133	-6.511528238439883
950.	0.3526908676007729	5.5	-4.8	4.6	7.170076708097341	-6.648308055437864
1000.	0.29537387886410615	5.5	-4.8	4.8	7.3	-6.788225099390856
1050.	0.24834418765455527	5.5	-4.8	5.	7.433034373659253	-6.931089380465383
1100.	0.20977715294575816	5.5	-4.8	5.2	7.569015788066505	-7.076722405181653
1150.	0.17788513756795848	5.6	-4.9	5.4	7.779460135510689	-7.291776189653658
1200.	0.1514246486218463	5.6	-4.9	5.6	7.919595949289332	-7.441102068914255
1250.	0.12939654126639866	5.6	-4.9	5.9	8.1344944526381	-7.669419795525605
1300.	0.11084118381820635	5.6	-4.9	6.1	8.280700453464066	-7.824321056807421
1350.	0.09530286895855002	5.6	-5.	6.3	8.429116205154607	-8.043009387039158
1400.	0.08217058087725443	5.7	-5.	6.5	8.645229898620395	-8.200609733428363
1450.	0.0710038388777865	5.8	-5.	6.8	8.937561188601732	-8.440379138403676
1500.	0.0615504078764748	5.9	-5.1	7.	9.154780172128657	-8.66083136886985
1550.	0.05347157166023896	6.1	-5.1	7.3	9.513148795220223	-8.905054744357274
1600.	0.04656690739643402	6.3	-5.1	7.5	9.794896630388704	-9.069729874698584
1650.	0.04061479466032335	6.5	-5.2	7.7	10.076705810928491	-9.291393867445294
1700.	0.03548728704336264	6.8	-5.2	8.	10.499523798725349	-9.54148835350125
1750.	0.031101017673317976	9.4	-3.5	7.5	12.025389806571761	-8.276472678623424
1800.	0.02728625752627114	9.1	-3.9	7.9	12.050726119201283	-8.810221336606704
1850.	0.02398448389136501	8.8	-4.2	8.2	12.028299963003915	-9.213034245024817
1900.	0.021120437575577994	8.6	-4.5	8.6	12.162236636408617	-9.706183596038146
1950.	0.018610241314105925	8.4	-4.7	9.	12.310970717209914	-10.153324578678651
2000.	0.016432370282965517	8.3	-4.9	9.4	12.539936203984453	-10.600471687618434
2050.	0.014536906074063287	8.2	-5.1	9.7	12.70157470552372	-10.959014554237985
2100.	0.012876700050116473	8.1	-5.3	10.	12.868954891520913	-11.317685275708987
2150.	0.011395149885936479	8.1	-5.5	10.4	13.182184947875674	-11.764777940955792
2200.	0.010104307792476478	8.1	-5.6	10.7	13.420134127496638	-12.076837334335508
2250.	0.008990855244478364	8.1	-5.7	11.	13.660527076214885	-12.389108119634763
2300.	0.008000301262423043	8.1	-5.8	11.3	13.903237033151669	-12.701574705523722
2350.	0.0071170839397842545	8.2	-5.9	11.6	14.205632685663812	-13.014222988715078
2400.	0.006342849114701344	8.3	-6.	11.9	14.50861812854691	-13.32704018152568
2450.	0.005655200402759931	8.3	-6.	12.2	14.755676873664589	-13.595587519485871
2500.	0.005046807279479238	8.4	-6.1	12.5	15.060212481900779	-13.908989898623119
2550.	0.004501534697039708	8.5	-6.2	12.8	15.36522046701576	-14.22251735804882
2600.	0.004037297295723069	8.6	-6.2	13.1	15.670673246545599	-14.493101807411689
2650.	0.0036095230237305105	8.7	-6.3	13.4	15.976545308670458	-14.807092894960848
2700.	0.0032248335321023325	8.7	-6.3	13.7	16.22898641320523	-15.07912464302885
2750.	0.0028959187624256456	8.8	-6.4	14.	16.53602128687551	-15.393505123915086
2800.	0.002594466610196261	8.9	-6.5	14.4	16.928378540191027	-15.799050604387595
2850.	0.002327354419045547	8.9	-6.6	14.7	17.18429515575195	-16.11365880239494
2900.	0.0020878907819542936	8.9	-6.7	15.1	17.52769237521015	-16.519685227025363
2950.	0.0018755538926519227	8.9	-6.8	15.5	17.87344398821895	-16.926015479137433
3000.	0.0016768283632507138	8.9	-6.9	15.9	18.221415971323413	-17.332628190785147
