mG(GeV)	Gamma[ktilda=0.1](GeV)	gluglu	WW ZZ	γγ	tt	hh 
376	0.022227417615888877	0.0035719534939144164	0.5960180318923057	0.3293277551756085	0.00044649418673930205	0.02450826849211539	0.046091028536742885
377	0.02240730215084105	0.003571624146985831	0.5948418015555109	0.3285641728418408	0.00044645301837322886	0.025967494496726917	0.046571989037502905
378	0.02258912273019484	0.0035711435238472617	0.5936499023496219	0.3277926907955954	0.0004463929404809077	0.02745337308937006	0.04705003726236134
379	0.022772884774136925	0.0035705149141831813	0.5924429206238311	0.3270136449922779	0.00044631436427289766	0.028965020332388444	0.04752513110989654
380	0.02295859382227189	0.0035697415599512065	0.5912214296737279	0.3262273634413665	0.0004462176949939008	0.0305015712483854	0.04799723057213822
381	0.023146255514221472	0.003568826657911284	0.5899859903409737	0.32543416655957436	0.0004461033322389105	0.03206217887690547	0.04846629772217525
382	0.023335875572985217	0.003567773361659545	0.5887371515225296	0.32463436747326607	0.0004459716702074431	0.03364601347799008	0.048932296696648996
383	0.02352745979062939	0.0035665847832547356	0.5874754506051748	0.32382827227892735	0.00044582309790684195	0.03525226185718443	0.04939519367391129
384	0.023721014015948245	0.0035652639945093255	0.5862014138382179	0.32301618026889656	0.0004456579993136657	0.036880126791153496	0.04985495684850039
385	0.023916544143802877	0.0035638140280047866	0.5849155566550153	0.3221983841282879	0.00044547675350059833	0.03852882653673869	0.05031155640248838
386	0.024114056105892796	0.0035622378778802596	0.5836183839520784	0.3213751701080079	0.00044527973473503245	0.04019759440925194	0.050764964474171226
387	0.02431355586275574	0.0035605385004354824	0.5823103903330411	0.3205468181779264	0.0004450673125544353	0.04188567841821257	0.05121515512450501
388	0.024515049396823526	0.0035587188145821454	0.5809920603235559	0.3197136021635861	0.0004448398518227682	0.04359234095070148	0.05166210430163872
389	0.024718542706389325	0.00355678170217214	0.5796638685621616	0.3188757898692644	0.0004445977127715175	0.045316858494121495	0.05210578980384588
390	0.02492404180036328	0.0035547300082266558	0.5783262799713629	0.3180336431897508	0.00044434125102833197	0.04705852139148895	0.05254619124112132
391	0.02513155269371237	0.0035525665410861477	0.5769797499124518	0.3171874182128052	0.00044407081763576847	0.04881663362348572	0.05298328999567514
392	0.02534108140349517	0.0035502940724981115	0.575624724327049	0.31633736531395856	0.00044378675906226394	0.05059051261242373	0.053417069181530004
393	0.025552633945415466	0.003547915337656797	0.5742616398678517	0.3154837292450361	0.00044348941720709963	0.052379489044042354	0.05384751360340365
394	0.025766216330828977	0.0035454330352068806	0.5728909240206892	0.3146267492175735	0.00044317912940086007	0.054182906703706846	0.05427460971503877
395	0.025981834564146853	0.0035428498272211005	0.5715129952196317	0.31376665898209893	0.00044285622840263756	0.056000122324117656	0.05469834557712455
396	0.02619949464058709	0.0035401683391603268	0.5701282629566382	0.3129036869040993	0.00044252104239504085	0.05783050544210154	0.055118710814939444
397	0.02641920254423143	0.0035373911598231677	0.5687371278869644	0.3120380560373569	0.00044217389497789596	0.05967343826244248	0.05553569657583102
398	0.026640964246351196	0.0035345208412910145	0.5673399819313697	0.3111699841952267	0.0004418151051613768	0.061528315527040814	0.05594929548663688
399	0.02686478570396991	0.003531559898873478	0.5659372083759721	0.31029968402032904	0.00044144498735918474	0.06339454438796913	0.05635950161114049
400	0.02709067285863458	0.003528510811058349	0.5645291819704685	0.3094273630530532	0.0004410638513822936	0.0652715442832327	0.05676631040764654
401	0.027318631635371605	0.0035253760194693864	0.5631162690252997	0.3085532237991927	0.0004406720024336733	0.06715874681424486	0.05716971868675103
402	0.027548667941805362	0.003522157928834777	0.5616988275082403	0.3076774637969817	0.00044026974110434713	0.06905559562420327	0.05756972456937555
403	0.027780787667420943	0.0035188589069684198	0.560277207140803	0.30680027568374213	0.00043985736337105247	0.07096154627670041	0.057966327445126566
404	0.028014996682954336	0.0035154812847658524	0.5588517494947611	0.30592184726231897	0.00043943516059573155	0.0728760661340295	0.05835952793103576
405	0.02825130083989546	0.003512027356216181	0.5574227880890417	0.30504236156743214	0.00043900341952702264	0.07479863423475566	0.058749327830730835
406	0.028489705970091005	0.0035084993784310556	0.5559906484871672	0.3041619969320563	0.00043856242230388195	0.07672874117021543	0.059135730094082
407	0.02873021788543593	0.0035048995716914417	0.5545556483953913	0.3032809270538995	0.0004381124464614302	0.07866588895968632	0.05951873877736336
408	0.028972842377643113	0.003501230119512714	0.5531180977616253	0.3023993210620411	0.00043765376493908926	0.08060959092403763	0.0598983590039659
409	0.029217585218082535	0.0034974931687283485	0.5516782988752168	0.3015173435837618	0.00043718664609104357	0.08255937155772958	0.06027459692569283
410	0.02946445215768176	0.0034936908295923174	0.5502365464676189	0.30063515481158826	0.0004367113536990397	0.08451476639907857	0.060647459684665825
411	0.029713448926880767	0.00348982517590018	0.548793127813956	0.29975291057055664	0.0004362281469875225	0.0864753218987471	0.06101695537586671
412	0.029964581235634787	0.003485898245128661	0.5473483228354782	0.29887076238569393	0.00043573728064108264	0.0884405952864525	0.06138309301033615
413	0.030217854773459413	0.0034819120385934594	0.5459024042028734	0.29798885754970017	0.0004352390048241824	0.09041015443591809	0.06174588247904764
414	0.030473275209513193	0.00347786852162489	0.5444556374403984	0.2971073391908119	0.00043473356520311123	0.09238357772811465	0.06210533451747333
415	0.030730848192712948	0.0034737696237609242	0.5430082810307705	0.2962263463408187	0.00043422120297011553	0.09436045391286153	0.06246146067085449
416	0.030990579351878052	0.0034696172389570984	0.5415605865207603	0.29534601400320043	0.0004337021548696373	0.09634038196887228	0.06281427326018826
417	0.031252474295899946	0.0034654132258127223	0.5401127986274128	0.29446647322134806	0.0004331766532265903	0.0983229709623443	0.06316378534893939
418	0.03151653861393375	0.0034611594078127745	0.5386651553448195	0.29358785114682934	0.0004326449259765968	0.1003078399042023	0.0635100107104842
419	0.03178277787560908	0.0034568575735848435	0.5372178880513625	0.2927102711076554	0.00043210719669810544	0.1022946176061136	0.06385296379629184
420	0.03205119763125755	0.0034525094771704337	0.5357712216173456	0.291833852676509	0.0004315636846463042	0.10428294253540084	0.06419265970484643
421	0.032321803412154564	0.003448116838309955	0.5343253745129256	0.2909587117388847	0.0004310146047887444	0.10627246266898019	0.06452911415131198
422	0.03259460073077347	0.003443681342740689	0.532880558916257	0.29008496056110117	0.00043046016784258615	0.10826283534645856	0.06486234343794058
423	0.032869595081050085	0.003439204642507028	0.5314369808217644	0.2892127078581372	0.0004299005803133785	0.11025372712252288	0.0651923644252232
424	0.03314679193865613	0.003434688356282253	0.5299948401484521	0.2883420588612487	0.0004293360445352816	0.11224481361875618	0.06551919450378053
